"fecha_corte","nombre_entidad","nombre_patrimonio","rendimientos_abonados","precierre_fondo_dia_t","numero_unidades_fondo_cierre_oper_dia_t_anterior","valor_unidad_operaciones_dia_t","aportes_recibidos","retiros_redenciones","anulaciones","valor_fondo_cierre_dia_t","numero_inversionistas","rentabilidad_diaria","rentabilidad_mensual","rentabilidad_semestral","rentabilidad_anual"
2023-01-01,"Alianza Fiduciaria S.A.","FONDO CERRADO ALIANZA ESTRUCTURADO RENTA FIJA & PEI",3613457.37,2708709430.45,269963.812179,10033.601943,0,0,0,2708709430.45,1,62.781776,0,0,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO CERRADO INMOBILIARIO ALIANZA",3428267.72,25992398727.49,2545177.76215,10212.40996,0,0,0,25992398727.49,78,4.932264,-76.3151,-14.152839,-2.837044
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE INFRAESTRUCTURA BROOKFIELD COLOMBIA - COMPARTIMENTO II",63850.39,755604868.97,235664.457017,3206.274202,0,0,0,755604868.97,2,3.132529,-11.532216,-10.259792,-12.109014
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO OXO - PROPIEDADES SOSTENIBLES COMPARTIMENTO I. CARTAGENA. OXO - PROPIEDADE",8342.24,42873822009.83,3270441.165158,13109.491914,0,0,0,42873822009.83,24,0.007102,70966.11191,250.780949,108.569213
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO OXO - PROPIEDADES SOSTENIBLES COMPARTIMENTO II. OXO - PROPIEDADES SOSTENIB",10525.59,39389621457.26,2724291.693592,14458.665183,0,0,0,39389621457.26,24,0.009754,115.722324,19.723082,10.769889
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE INFRAESTRUCTURA BROOKFIELD COLOMBIA - SUBCOMPARTIMENTO LP",101026.43,854444388.77,175294.789111,4874.328513,0,0,0,854444388.77,3,4.410373,-2.908206,-4.964506,-6.696
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE INFRAESTRUCTURA BROOKFIELD COLOMBIA - SUBCOMPARTIMENTO GP",28941.82,320911789.5,57246.353247,5605.803187,0,0,0,320911789.5,2,3.346729,-8.801594,-7.08051,-8.892781
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO OXO - PROPIEDADES SOSTENIBLES COMPARTIMENTO III. BARRANQUILLA. OXO - PROPI",7534.86,4077449872.6,1787934.603651,2280.53636,0,0,0,4077449872.6,24,0.067472,14642.699054,73.139366,20.13378
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INVERLINK ESTRUCTURAS INMOBILIARIAS COMPARTIMENTO UNO TIPO DE UNIDAD A",138354.48,15383225803.26,64358.14091,239025.328974,0,0,0,15383225803.26,137,0.328817,19.12781,-6.235908,-9.59416
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO RUTA DEL SOL COMPARTIMENTO A1",12547.13,44684345005.18,12385879.641375,3607.68442,0,0,0,44684345005.18,1,0.010249,-99.314165,-56.837744,-37.891047
2023-01-01,"Alianza Fiduciaria S.A.","FIC COMPARTIMENTO A SECCIÓN I ASHMORE DEL FONDO DE INFRAESTRUCTURA COLOMBIA ASHMORE - FCP",345042.51,335617897647.51,8058982.775125,41645.19357,0,0,0,335617897647.51,12,0.037532,14.921965,-5.464352,7.776311
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO RUTA DEL SOL COMPARTIMENTO A2",3045.94,15961269123.56,5131094.344947,3110.694922,0,0,0,15961269123.56,1,0.00697,-99.311221,-56.778469,-37.823424
2023-01-01,"Alianza Fiduciaria S.A.","FIC COMPARTIMENTO B SECCIÓN I ASHMORE DEL FONDO DE INFRAESTRUCTURA COLOMBIA ASHMORE - FCP",338.25,329008611.8,8003.957508,41105.741938,0,0,0,329008611.8,1,0.037532,14.354093,-6.138519,7.085032
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO RUTA DEL SOL COMPARTIMENTO B2",4616.29,39352891390.98,260825484630.324,0.150878,0,0,0,39352891390.98,5,0,-98.607477,-51.638114,-46.719355
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO TRG FCP LA I",86846.16,208007906078.14,10300111.303119,20194.724111,0,0,0,208007906078.14,3,0.01524,-60.226007,14.531302,18.511277
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO RUTA DEL SOL COMPARTIMENTO B1",13365.83,5922403378.6,36663839.530313,161.532547,0,0,0,5922403378.6,1,0.08251,-98.766871,-55.123291,-50.11453
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO VALORAR FUTURO",11245.49,37491075378.86,2680596.081437,13986.096465,0,0,0,37491075378.86,75,0.010949,41.334707,2.299883,-35.600664
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO TRIBECA NATURAL RESOURCES FUND COMP. A TRIBECA NATURAL RESOURCES",12120.9,144606202412.47,6940095.898094,20836.34067,0,0,0,144606202412.47,4,0.00306,1093.752607,106.672547,43.38403
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO TRIBECA NATURAL RESOURCES FUND COMP. B TRIBECA NATURAL RESOURCES",724.97,9285192433.88,452500.412493,20519.743579,0,0,0,9285192433.88,2,0.00285,1104.114934,107.294622,43.582086
2023-01-01,"Alianza Fiduciaria S.A.","COMPARTIMENTO ZONA FRANCA DEL FONDO DE CAPITAL PRIVADO INVERLINK ESTRUCTURAS INMOBILIARIAS",-53758.92,50213499470.07,4038170.495839,12434.715058,0,0,0,50213499470.07,44,-0.039067,5.092519,2.026398,3.712181
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CO-INVERSIÓN CON EL FONDO DE INFRAESTRUCTURA ASHMORE I - FCP  COMPARTIMENTO 3 - CODAD S.A",3024.01,32221119.99,99241.259923,324.674636,0,0,0,32221119.99,2,3.485106,-2.226645,-60.901977,-55.811403
2023-01-01,"Alianza Fiduciaria S.A.","COMPARTIMENTO 6 DEL FONDO DE CO-INVERSIÓN CON EL FONDO DE INFRAESTRUCTURA ASHMORE I FCP",8554.47,147730720577.63,3560132.629032,41495.847479,0,0,0,147730720577.63,1,0.002114,-88.869523,-26.258251,-11.516709
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE DEUDA SENIOR PARA INFRAESTRUCTURA EN COLOMBIA CAF ASHMORE I",3202288.01,1465600302679.14,103211842791.818,14.199924,0,0,0,1465600302679.14,20,0.079783,16.658213,15.338285,17.062706
2023-01-01,"Alianza Fiduciaria S.A.","FONDO ASHMORE ANDINO II - FCP COMPARTIMENTO A",198338.25,198372690532,7118845.018613,27865.853241,0,0,0,198372690532,3,0.0365,900.96569,37.27906,42.982035
2023-01-01,"Alianza Fiduciaria S.A.","FONDO ASHMORE ANDINO II - FCP COMPARTIMENTO A",55528.43,55538075069.74,2047287.138502,27127.643224,0,0,0,55538075069.74,7,0.0365,900.081722,37.858249,43.254261
2023-01-01,"Alianza Fiduciaria S.A.","FONDO ASHMORE ANDINO II - FCP COMPARTIMENTO A",23822.1,23826232048.17,884016.480025,26952.248727,0,0,0,23826232048.17,4,0.0365,895.399945,34.242868,41.122244
2023-01-01,"Alianza Fiduciaria S.A.","FONDO ASHMORE ANDINO II - FCP COMPARTIMENTO B",74882.11,16866088209.76,1556825.147769,10833.643222,0,0,0,16866088209.76,3,0.162185,49.770831,-80.432058,-24.529704
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO YELLOWSTONE CAPITAL FUND I- COMPARTIMENTO AI",179074.23,86977027816.22,7704541.274081,11289.059883,0,0,0,86977027816.22,29,0.075177,-43.375533,-10.00735,0.795194
2023-01-01,"Alianza Fiduciaria S.A.","FCP SURA ASSET MANAGEMENT ? DESARROLLO INMOBILIARIO COMPARTIMENTO GENERAL",17698388.17,304548343132.2,51637108.04694,5897.858239,0,0,0,304548343132.2,13,2.143864,110.968308,25.611773,9.228637
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL TERRANUM COMPARTIMENTO",4835.53,2031638629400.93,192288409.624621,10565.580283,0,0,0,2031638629400.93,3,8.7e-05,70.090001,10.376837,10.124143
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO LA MONTERA COMPARTIMENTO ALEJANDRIA",2862052.11,220103007703.58,8390450.683471,26232.560801,0,0,0,220103007703.58,2,0.475749,82.752969,23.535057,14.587217
2023-01-01,"Alianza Fiduciaria S.A.","COMPARTIMENTO SQF- FCP INVERLINK EST INMOBILIARIAS",1869.26,26452535346.01,2172462.6,12176.290329,0,0,0,26452535346.01,12,0.002581,111.478415,52.688452,22.108271
2023-01-01,"Alianza Fiduciaria S.A.","FCP FUTURO INMOBILIARIO COMPARTIMENTO II - VIVIENDA",-67670.17,151751515936.15,11039787.76836,13745.872577,0,0,0,151751515936.15,32,-0.016273,-11.435419,-3.215252,1.942
2023-01-01,"Alianza Fiduciaria S.A.","FCP FUTURO INMOBILIARIO COMPARTIMENTO II - VIVIENDA",-161.45,362059224.21,26339.48643,13745.872577,0,0,0,362059224.21,3,-0.016273,-11.435419,-3.215252,1.942
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO ARMILLA CAPITAL-COMPARTIMENTO ALPES",76024438.53,228559185796.37,1544603.353486,147972.737001,0,0,0,228559185796.37,1,12.910832,-18.300909,8.58622,13.816699
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO YELLOWSTONE CAPITAL FUND I -COMPARTIMENTO PROSCENIO AII",16413.83,114003039335.03,7760695.873483,14689.796017,0,0,0,114003039335.03,33,0.005255,170.296348,17.621884,12.432442
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO ARMILLA CAPITAL - COMPARTIMENTO INMOBILIARIO COMERCIAL",680.55,343569.51,25504407600000,0,0,0,0,343569.51,1,0,0,0,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CO-INVERSIÓN CON EL FONDO DE INFRAESTRUCTURA ASHMORE I FCP, COMPARTIMENTO I",60.74,248443.75,590424.0991,0.420789,0,0,0,248443.75,3,9.335047,-100,-99.999917,-99.697748
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CO-INVERSIÓN CON EL FONDO DE INFRAESTRUCTURA ASHMORE I FCP, COMPARTIMENTO I",107.6,440058.34,1026215.791866,0.428817,0,0,0,440058.34,1,9.336289,-100,-99.999917,-99.697748
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO CCLA - COMPARTIMENTO VIVIENDA URBANA EN ARRIENDO I",0,1367187869.49,134032.037074,10200.455797,0,0,0,1367187869.49,1,0,27.213191,2.488917,0.16201
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO CCLA - COMPARTIMENTO VIVIENDA URBANA EN ARRIENDO I",0,2757774145.86,265095.444531,10402.948081,0,0,0,2757774145.86,1,0,28.10788,4.907971,2.308061
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO CCLA - COMPARTIMENTO VIVIENDA URBANA EN ARRIENDO I",0,10364032862.37,1032741.440503,10035.457527,0,0,0,10364032862.37,20,0,27.118711,3.931793,1.42168
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO CCLA - COMPARTIMENTO VIVIENDA URBANA EN ARRIENDO I",0,13389677017.51,1301687.286198,10286.400704,0,0,0,13389677017.51,7,0,27.227224,4.765433,2.297386
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO YELLOWSTONE REAL ESTATE OPPORTUNITY FUND II",12959.1,25904526448.13,377987752.0178,68.532714,0,0,0,25904526448.13,5,0.018261,494.544694,20.977426,23.316022
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO YELLOWSTONE REAL ESTATE OPPORTUNITY FUND II",2715.97,5429068105.32,79340622.829793,68.427344,0,0,0,5429068105.32,1,0.018261,494.549595,20.97318,23.313808
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO YELLOWSTONE REAL ESTATE OPPORTUNITY FUND II",20117.62,40184595543.93,213890445.943931,187.874663,0,0,0,40184595543.93,2,0.018275,495.801994,21.207207,23.67704
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO YELLOWSTONE REAL ESTATE OPPORTUNITY FUND II",7759.93,15500322830.69,82509050.119551,187.862093,0,0,0,15500322830.69,1,0.018275,495.802298,21.207029,23.67695
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO YELLOWSTONE REAL ESTATE OPPORTUNITY FUND II",18935.25,37783994014.66,91857962.871418,411.330633,0,0,0,37783994014.66,1,0.018293,497.57049,21.530855,24.187398
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO YELLOWSTONE REAL ESTATE OPPORTUNITY FUND II",23279.8,46453246850.82,113245928.847373,410.197941,0,0,0,46453246850.82,3,0.018293,497.569943,21.531253,24.187598
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO YELLOWSTONE REAL ESTATE OPPORTUNITY FUND II",69839.4,138960454636.07,87332626.874376,1591.163115,0,0,0,138960454636.07,5,0.018346,502.549294,22.44849,25.6434
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO YELLOWSTONE REAL ESTATE OPPORTUNITY FUND II",96999.16,192716514447.75,70086702.742066,2749.687272,0,0,0,192716514447.75,2,0.018373,505.128957,22.926351,26.407672
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO YELLOWSTONE REAL ESTATE OPPORTUNITY FUND II",126098.89,250061257974.44,35213139.858891,7101.362133,0,0,0,250061257974.44,5,0.018408,508.158555,23.387824,27.178123
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO YELLOWSTONE  FUND I - COMPARTIMENTO BI",0,23861630336.65,1654940.705215,14418.420105,0,0,0,23861630336.65,16,0,307.739233,26.321349,20.423726
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO YELLOWSTONE  FUND I - COMPARTIMENTO BI",0,5614636861.44,389722.948783,14406.739144,0,0,0,5614636861.44,3,0,303.878329,26.425248,20.455033
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO YELLOWSTONE  FUND I - COMPARTIMENTO BI",0,1899816945.44,131853.294221,14408.566405,0,0,0,1899816945.44,2,0,303.871643,26.42649,20.521899
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO SALUD COMPARTIMENTO 1",852819.55,14384987016.88,685256.086748,20992.133153,0,0,0,14384987016.88,1,2.187565,183.911955,13.52543,6.915256
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO SALUD COMPARTIMENTO 1",9997915.42,168640461674.68,7858862.725612,21458.634355,0,0,0,168640461674.68,1,2.187565,183.911996,13.525433,34.114326
2023-01-01,"Alianza Fiduciaria S.A.","FCP SURA . DEUDA PRIVADA - COMPARTIMENTO DEUDA",54355.68,622405244.27,57979.172655,10734.979748,0,0,0,622405244.27,2,3.239097,-12.476336,-5.188526,-0.878952
2023-01-01,"Alianza Fiduciaria S.A.","FCP SURA . DEUDA PRIVADA - COMPARTIMENTO DEUDA",942273.42,14478564056.51,1364352.207667,10612.042825,0,0,0,14478564056.51,2,2.403959,-8.361425,0.75646,2.307425
2023-01-01,"Alianza Fiduciaria S.A.","FCP SURA . DEUDA PRIVADA - COMPARTIMENTO DEUDA",3851935.37,59126341244.16,5653787.693116,10457.828354,0,0,0,59126341244.16,2,2.406461,-9.494077,-1.043047,0.899784
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO PENNY LANE CAPITAL COMPARTIMENTO I",6202055.89,109117058832.72,6097372.498775,17895.75081,0,0,0,109117058832.72,2,2.096337,45.333172,19.795542,29.405831
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO INMOBILIARIO PENNY LANE CAPITAL COMPARTIMENTO I",620.21,10911780.55,609.991419,17888.41649,0,0,0,10911780.55,1,2.096338,45.333199,19.795545,29.405835
2023-01-01,"Alianza Fiduciaria S.A.","COMPARTIMENTO NANTES INVERSIONES - FONDO DE CAPITAL PRIVADO LA MONTERA",14574.01,75920147909.26,5863718.483252,12947.440797,0,0,0,75920147909.26,2,0.007007,383.677833,29.980621,13.759967
2023-01-01,"Alianza Fiduciaria S.A.","COMPARTIMENTO ASIS INVEST - FONDO DE CAPITAL PRIVADO LA MONTERA",8134572.74,262252328040.92,23677962.818858,11075.797781,0,0,0,262252328040.92,2,1.138612,15.484127,3.670696,0.579186
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO BIOAVANTE COMPARTIMENTO VACUNAS I",1418885.93,29804073609.75,107166.373406,278110.312616,0,0,0,29804073609.75,2,1.752887,530.349568,41.499779,16.793481
2023-01-01,"Alianza Fiduciaria S.A.","FONDO ASHMORE ANDINO III - FCP COMPARTIMENTO A",1128.09,72418025.78,734361.628509,98.613575,0,0,0,72418025.78,3,0.570202,-99.978854,-99.953187,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO ASHMORE ANDINO III - FCP COMPARTIMENTO A",1895.93,121710066.93,12536523.820787,9.708438,0,0,0,121710066.93,1,0.5702,-99.983787,-99.999042,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO ASHMORE ANDINO III - FCP COMPARTIMENTO B",43175.2,1521795996,214986105.590939,7.078578,0,0,0,1521795996,2,1.040945,-99.966911,-99.980218,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO ASHMORE ANDINO III - FCP COMPARTIMENTO B",4778.76,168436749.47,5870177.704692,28.693637,0,0,0,168436749.47,3,1.040946,-99.976818,-99.989946,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO ASHMORE ANDINO III - FCP COMPARTIMENTO B",19752.87,696229334.25,52062232.39259,13.373021,0,0,0,696229334.25,2,1.040944,-99.976756,0,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO ASHMORE ANDINO III - FCP COMPARTIMENTO C",40139.73,1677142696.59,2060711079.14593,0.813866,0,0,0,1677142696.59,5,0.877406,-99.979765,-99.999493,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO LIBRANZAS COLOMBIA",1900.19,394571990880.8,36263812.600309,10880.598663,0,0,0,394571990880.8,4,0.000176,11.667984,11.295493,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO CREDITO LIBRANZAS",131.9,399456112005.62,37302267.639648,10708.628115,0,0,0,399456112005.62,4,1.2e-05,11.414355,11.950139,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO YELLOWSTONE CAPITAL FUND I - COMPARTIMENTO PROSCENIO AIII",0,62806538640.6,6013582.669,10444.113284,0,0,0,62806538640.6,1,0,0,0,0
2023-01-01,"Alianza Fiduciaria S.A.","FONDO DE CAPITAL PRIVADO YELLOWSTONE CAPITAL FUND I - COMPARTIMENTO PROSCENIO AIII",0,9749334984.88,950000,10262.457879,0,0,0,9749334984.88,2,0,0,0,0
2023-01-01,"Alianza Fiduciaria S.A.","COMPARTIMENTO FONDO INVERSA - FONDO DE CAPITAL PRIVADO LA MONTERA",24769.66,220748264075.72,47216731.874335,4675.212691,0,0,0,220748264075.72,2,0.004096,-29.015092,0,0
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. CON PACTO DE PERMANENCIA MULTIPLICAR",25037567.19,79867310443.6,2129230.342977,37509.943772,0,0,0,79867310443.6,399,12.124719,26.064166,11.536251,8.691157
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. CON PACTO DE PERMANENCIA CAPITAL PLUS",4707334.39,11913868871.33,518483.127231,22978.315485,0,0,0,11913868871.33,163,15.516714,16.40653,9.038506,5.950941
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",172056296.69,433697175622.25,10072170.616831,43058.958403,0,0,0,433697175622.25,83,15.584478,15.636105,9.877821,6.960945
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",22847099.34,62789495097.76,1568753.760647,40025.080209,0,0,0,62789495097.76,102,14.206275,14.241997,8.582427,5.690981
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",17011977.44,45058078594.76,1092008.10656,41261.670425,0,0,0,45058078594.76,27,14.778523,14.973719,9.139726,6.233357
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",31001378.79,88530008029.93,2283838.924984,38763.682964,0,0,0,88530008029.93,3078,13.636871,13.656231,8.010494,5.144173
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",1994523.04,5695719015.25,142941.273258,39846.566953,0,0,0,5695719015.25,4,13.636871,13.643707,8.226474,5.270697
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",9145797.21,25134919060.81,628691.484113,39979.735206,0,0,0,25134919060.81,1794,14.206275,14.303773,8.563301,5.681091
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",102952630.61,272681276028.45,6613408.816915,41231.577176,0,0,0,272681276028.45,235,14.778523,14.790332,9.091571,6.203235
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",16116375.33,42378692401.86,1022946.496273,41428.063497,0,0,0,42378692401.86,5,14.893316,14.942702,9.211785,6.317066
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",35525524.63,92090015044.4,2197946.368231,41898.208426,0,0,0,92090015044.4,3,15.123244,15.130144,9.446349,6.540025
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",31541711.49,86684445597.83,2168185.547539,39980.178678,0,0,0,86684445597.83,32,14.206275,14.224156,8.55428,5.676427
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",58422186.07,158178410645.31,3916817.124512,40384.425828,0,0,0,158178410645.31,10,14.434832,14.443125,8.773976,5.889521
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",133565269.16,353762189743.2,8579928.996495,41231.365654,0,0,0,353762189743.2,4,14.778523,14.785442,9.091477,6.202286
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",3488780.94,9240417205.14,841038.967114,10986.907345,0,0,0,9240417205.14,18,14.778523,15.020166,9.16232,6.236968
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. VALOR PLUS I",7191375.64,20065631799.92,1904433.126735,10536.275345,0,0,0,20065631799.92,154,13.978173,14.014395,8.373232,5.491123
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. ESTRATEGIA MODERADA",1972991.27,7970730364.85,550712.044914,14473.499242,0,0,0,7970730364.85,29,9.456768,8.776971,9.237518,4.70008
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. DEUDA CORPORATIVA",6935335.04,16928737198.06,4958413.365446,3414.143991,0,0,0,16928737198.06,89,16.132685,13.065538,4.947668,1.755738
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. ABIERTA CON PACTO DE PERMANENCIA SOSTENIBLE GLOBAL",-98794.8,5362542061.96,172604.937264,31068.300519,0,0,0,5362542061.96,164,-0.670182,-47.041625,32.70719,-1.055101
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. ACCIONES PLUS",-480938.96,8889055045.42,4369624.528235,2034.283492,0,0,0,8889055045.42,207,-1.955394,55.144076,-5.616,-5.790631
2023-01-01,"Fiduciaria Corficolombiana S.A.","FIC. A. ALTERNATIVOS 365 PLUS",197143.89,519730666.41,50000,10394.613328,0,0,0,519730666.41,1,14.852421,-10.976692,6.208004,0
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. A. MERCADO MONETARIO CONFIANZA PLUS",415847037.27,1098245194281.35,64994128.147373,16897.606377,0,0,0,1098245194281.35,127,14.824221,15.39624,10.077787,7.106318
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.I.C. A. LIQUIDEZ 1525 PLUS",541522922.91,1512527268265.31,141185008.500979,10713.086923,0,0,0,1512527268265.31,75,13.962881,14.210843,10.64864,0
2023-01-01,"Fiduciaria Corficolombiana S.A.","F.C.P. KANDEO FUND I (COLOMBIA), FCP (KFIC)",5295151.87,278316950432.44,14432214.286433,19284.424753,0,0,0,278316950432.44,8,0.696858,174.233049,-39.345343,-25.627202
2023-01-01,"Fiduciaria Corficolombiana S.A.","COMPARTIMENTO I DEL FONDO DE CAPITAL PRIVADO FINTRA",820422.04,6565312675.9,1837700.578017,3572.569305,0,0,0,6565312675.9,9,4.667073,-96.771168,-80.81576,-58.893846
2023-01-01,"Fiduciaria Corficolombiana S.A.","COMPARTIMENTO II DEL FONDO DE CAPITAL PRIVADO FINTRA",316465.04,1692796151.97,157049.095698,10778.77045,0,0,0,1692796151.97,1,7.062484,162.438701,-23.556621,-20.48547
2023-01-01,"Fiduciaria Corficolombiana S.A.","COMPARTIMENTO A FCP AVENIDA COLOMBIA PEF",5950527.25,48666792649.77,131633091.469177,369.715488,0,0,0,48666792649.77,3,4.564254,-99.216811,-67.695556,-53.930226
2023-01-01,"Fiduciaria Corficolombiana S.A.","COMPARTIMENTO C DEL FCP AVENIDA COLOMBIA PEF",69490.81,3321998629.01,1055279.713457,3147.979239,0,0,0,3321998629.01,1,0.766451,-74.696737,-14.110551,-10.714124
2023-01-01,"Fiduciaria Corficolombiana S.A.","COMPARTIMENTO B FCP AVENIDA COLOMBIA PEF II",9141.43,76496672366.33,5136420.100886,14892.993732,0,0,0,76496672366.33,1,0.004362,57.853842,5.987775,4.030525
2023-01-01,"Fiduciaria Corficolombiana S.A.","COMPARTIMENTO B FCP AVENIDA COLOMBIA PEF II",3869.19,32377959721.3,2337056.249358,13854.163643,0,0,0,32377959721.3,1,0.004362,57.853842,7.577453,5.484214
2023-01-01,"Fiduciaria Corficolombiana S.A.","COMPARTIMENTO B FCP AVENIDA COLOMBIA PEF II",3625.95,30342466218.44,2015622.911197,15053.642251,0,0,0,30342466218.44,4,0.004362,57.853842,4.723113,3.088953
2023-01-01,"Fiduciaria Corficolombiana S.A.","COMPARTIMENTO B FCP AVENIDA COLOMBIA PEF II",2253.84,18860431395.87,1418698.286829,13294.180708,0,0,0,18860431395.87,1,0.004362,57.853842,4.818149,3.129021
2023-01-01,"Fiduciaria Corficolombiana S.A.","COMPARTIMENTO B FCP AVENIDA COLOMBIA PEF II",173.54,1452248164.07,119656.441226,12136.815613,0,0,0,1452248164.07,1,0.004362,57.853842,3.564558,2.513419
2023-01-01,"Fiduciaria Corficolombiana S.A.","COMPARTIMENTO SCALE UP FINANCING - AKTIVA FINANCIACIÓN ESTRUCTURADA",1148.04,39178897.38,5213.79789,7514.464159,0,0,0,39178897.38,19,1.075297,-96.395592,-62.704965,-37.897709
